title,pubDate,guid,link,description
Matt Dawson column: England’s Ireland loss is gold dust for World Cup,"Sun, 13 Mar 2022 17:48:54 GMT",https://www.bbc.co.uk/sport/rugby-union/60729793,https://www.bbc.co.uk/sport/rugby-union/60729793?at_medium=RSS&at_campaign=KARANGA,Ex-England scrum-half Matt Dawson explains why England's loss to Ireland is gold dust and how they might beat France on Saturday.
Women's World Cup: Watch bizarre Nat Sciver dismissal for England against South Africa,"Mon, 14 Mar 2022 02:26:57 GMT",https://www.bbc.co.uk/sport/av/cricket/60732595,https://www.bbc.co.uk/sport/av/cricket/60732595?at_medium=RSS&at_campaign=KARANGA,Watch Nat Sciver's bizarre dismissal as the England all-rounder manages to hit it to slip off the back of her bat leaving England 42-3.
MOTD2 analysis: Could Patrick Bamford be the difference for Leeds United?,"Mon, 14 Mar 2022 00:24:04 GMT",https://www.bbc.co.uk/sport/av/football/60732205,https://www.bbc.co.uk/sport/av/football/60732205?at_medium=RSS&at_campaign=KARANGA,Match of the Day 2 pundit and ex-England striker Ian Wright highlights the contribution that Patrick Bamford made for Leeds United in Sunday's 2-1 win over Norwich City.
Ukraine war: Editor interrupts Russian TV news show,"Mon, 14 Mar 2022 22:09:03 GMT",https://www.bbc.co.uk/news/world-europe-60744605,https://www.bbc.co.uk/news/world-europe-60744605?at_medium=RSS&at_campaign=KARANGA,The staffer held a sign reading 'no war' behind a newsreader on Russian state-controlled TV.
Homes for Ukraine refugee scheme launches in UK,"Tue, 15 Mar 2022 01:03:36 GMT",https://www.bbc.co.uk/news/uk-60741942,https://www.bbc.co.uk/news/uk-60741942?at_medium=RSS&at_campaign=KARANGA,Those wanting to host an individual or family from Ukraine can now register their interest online.
Ukraine war: West made 'terrible mistake' after Crimea - PM,"Tue, 15 Mar 2022 05:21:09 GMT",https://www.bbc.co.uk/news/uk-60745961,https://www.bbc.co.uk/news/uk-60745961?at_medium=RSS&at_campaign=KARANGA,"Boris Johnson says the West allowed President Putin to ""get away"" with annexing the peninsula in 2014."
Roman Abramovich: New evidence highlights corrupt deals,"Mon, 14 Mar 2022 17:01:57 GMT",https://www.bbc.co.uk/news/world-europe-60736185,https://www.bbc.co.uk/news/world-europe-60736185?at_medium=RSS&at_campaign=KARANGA,BBC Panorama uncovers new evidence on the corrupt deals that helped Chelsea's owner make his fortune.
NHS struggling with 'long tail' of pandemic mental ill health,"Tue, 15 Mar 2022 00:07:45 GMT",https://www.bbc.co.uk/news/health-60734769,https://www.bbc.co.uk/news/health-60734769?at_medium=RSS&at_campaign=KARANGA,There were 4.3 million NHS referrals for conditions such as anxiety and depression in 2021 across England.
Ukraine war: Pub dedicated to Hemingway destroyed in Kharkiv,"Mon, 14 Mar 2022 21:39:57 GMT",https://www.bbc.co.uk/news/world-europe-60742255,https://www.bbc.co.uk/news/world-europe-60742255?at_medium=RSS&at_campaign=KARANGA,The Old Hem pub in Kharkiv was a well-known hangout for young poets and musicians.
Scotland's decision day for easing final Covid rules,"Mon, 14 Mar 2022 22:53:25 GMT",https://www.bbc.co.uk/news/uk-scotland-60736253,https://www.bbc.co.uk/news/uk-scotland-60736253?at_medium=RSS&at_campaign=KARANGA,Nicola Sturgeon will announce whether the last measures will end as planned on Monday amid a new surge.
Russia-Ukraine war: British Fox News journalist injured,"Mon, 14 Mar 2022 22:31:52 GMT",https://www.bbc.co.uk/news/world-us-canada-60741229,https://www.bbc.co.uk/news/world-us-canada-60741229?at_medium=RSS&at_campaign=KARANGA,"Benjamin Hall, 39, was reportedly news gathering outside Kyiv at the time of Monday's incident."
Putin changes law on leased jets to keep them flying,"Mon, 14 Mar 2022 18:21:38 GMT",https://www.bbc.co.uk/news/business-60741161,https://www.bbc.co.uk/news/business-60741161?at_medium=RSS&at_campaign=KARANGA,The Russian president signs new law allowing foreign-leased jets to keep flying in Russia.
Ukraine: Eight arrests at oligarch's London mansion after balcony protest,"Mon, 14 Mar 2022 21:21:13 GMT",https://www.bbc.co.uk/news/uk-england-london-60736583,https://www.bbc.co.uk/news/uk-england-london-60736583?at_medium=RSS&at_campaign=KARANGA,"Protesters wanted the property, believed to be owned by Oleg Deripaska, to house Ukrainian refugees."
China: Businesses shut as officials widen Covid lockdowns,"Tue, 15 Mar 2022 04:49:41 GMT",https://www.bbc.co.uk/news/world-asia-china-60703301,https://www.bbc.co.uk/news/world-asia-china-60703301?at_medium=RSS&at_campaign=KARANGA,"Toyota, Volkswagen and Apple supplier Foxconn are among firms halting their operations."
Outdoor civil weddings and partnerships here to stay,"Tue, 15 Mar 2022 00:08:08 GMT",https://www.bbc.co.uk/news/uk-60745573,https://www.bbc.co.uk/news/uk-60745573?at_medium=RSS&at_campaign=KARANGA,Non-religious ceremonies in England and Wales were first allowed outside during the pandemic.
Cheltenham Festival 2022: What to watch out for at four-day meeting,"Mon, 14 Mar 2022 14:02:15 GMT",https://www.bbc.co.uk/sport/horse-racing/60678008,https://www.bbc.co.uk/sport/horse-racing/60678008?at_medium=RSS&at_campaign=KARANGA,What to watch out for as racing's four-day Cheltenham Festival starts on Tuesday with spectators back for the first time in two years.
Ukraine war: A baby born under bombardment in Bucha,"Tue, 15 Mar 2022 00:49:38 GMT",https://www.bbc.co.uk/news/world-europe-60739206,https://www.bbc.co.uk/news/world-europe-60739206?at_medium=RSS&at_campaign=KARANGA,"Unable to flee, Anna gave birth at home in Ukraine without medical assistance, electricity or running water."
"Ukraine war: Kyiv terrain will slow Russian troops, say Ukraine generals","Tue, 15 Mar 2022 00:52:17 GMT",https://www.bbc.co.uk/news/world-europe-60745493,https://www.bbc.co.uk/news/world-europe-60745493?at_medium=RSS&at_campaign=KARANGA,"Rivers and marshes help to protect the capital city, but it is still vulnerable to Russian missiles."
How to sponsor Ukrainian refugees and offer them a UK home,"Mon, 14 Mar 2022 17:55:20 GMT",https://www.bbc.co.uk/news/60735121,https://www.bbc.co.uk/news/60735121?at_medium=RSS&at_campaign=KARANGA,"The government has announced details of the ""Homes For Ukraine"" scheme"
War in Ukraine: What happened on day 19 of Russia's invasion,"Mon, 14 Mar 2022 22:51:09 GMT",https://www.bbc.co.uk/news/world-europe-60741338,https://www.bbc.co.uk/news/world-europe-60741338?at_medium=RSS&at_campaign=KARANGA,"Drone footage shows destruction of Mariupol, and protesters target an oligarch's London mansion."
Mass graves in Ukraine: Battered cities are digging makeshift burial sites,"Mon, 14 Mar 2022 12:25:35 GMT",https://www.bbc.co.uk/news/world-europe-60729206,https://www.bbc.co.uk/news/world-europe-60729206?at_medium=RSS&at_campaign=KARANGA,Street cleaners are collecting bodies as besieged locals resort to burying civilians in trenches.
WATCH: Residents rescued after Kyiv apartment block strike,"Mon, 14 Mar 2022 07:54:49 GMT",https://www.bbc.co.uk/news/world-europe-60733921,https://www.bbc.co.uk/news/world-europe-60733921?at_medium=RSS&at_campaign=KARANGA,At least one person was killed when the residential building in the Ukrainian capital was hit.
Ukraine war: Drone shots show Mariupol devastated by fighting,"Mon, 14 Mar 2022 13:34:51 GMT",https://www.bbc.co.uk/news/world-europe-60733927,https://www.bbc.co.uk/news/world-europe-60733927?at_medium=RSS&at_campaign=KARANGA,Thousands of civilians have been trapped in the Ukrainian port city for nearly two weeks
Newspaper headlines: 'Rush to take in Ukrainians' and 'you're Putin us up mate',"Mon, 14 Mar 2022 23:59:40 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60745253,https://www.bbc.co.uk/news/blogs-the-papers-60745253?at_medium=RSS&at_campaign=KARANGA,"Most papers lead on a scheme for the public to host refugees, as protesters occupy an oligarch's mansion."
March 4 Justice: Has anything changed for Australian women?,"Tue, 15 Mar 2022 00:08:15 GMT",https://www.bbc.co.uk/news/world-australia-60732889,https://www.bbc.co.uk/news/world-australia-60732889?at_medium=RSS&at_campaign=KARANGA,"One year ago, rape and misconduct allegations in Canberra sparked massive protests nationwide."
Science and tech: The app founder inspiring kids,"Tue, 15 Mar 2022 00:05:54 GMT",https://www.bbc.co.uk/news/science-environment-60736708,https://www.bbc.co.uk/news/science-environment-60736708?at_medium=RSS&at_campaign=KARANGA,Pearce Jarrett is the founder of an award-winning app but didn't originally think it was a career for him.
How barista training opens doors for refugees,"Tue, 15 Mar 2022 00:02:43 GMT",https://www.bbc.co.uk/news/business-60683648,https://www.bbc.co.uk/news/business-60683648?at_medium=RSS&at_campaign=KARANGA,Pranav Chopra founded a social enterprise scheme that empowers refugees into work.
'Double tap' attacks in Yemen's civil war,"Tue, 15 Mar 2022 00:03:55 GMT",https://www.bbc.co.uk/news/world-middle-east-60742504,https://www.bbc.co.uk/news/world-middle-east-60742504?at_medium=RSS&at_campaign=KARANGA,The country has seen some of the worst violence of the conflict in the past 12 months.
Baftas 2022: Encanto director takes glasses campaigner to London ceremony,"Mon, 14 Mar 2022 16:27:33 GMT",https://www.bbc.co.uk/news/entertainment-arts-60740945,https://www.bbc.co.uk/news/entertainment-arts-60740945?at_medium=RSS&at_campaign=KARANGA,12-year-old Lowri was invited to the Baftas after asking Disney to portray more characters in glasses.
Hamilton to change name to include mother's surname,"Mon, 14 Mar 2022 15:44:43 GMT",https://www.bbc.co.uk/sport/formula1/60738120,https://www.bbc.co.uk/sport/formula1/60738120?at_medium=RSS&at_campaign=KARANGA,Seven-time world champion Lewis Hamilton says he will change his name to incorporate his mother's surname.
"Inflation: Sports bras in, doughnuts out of cost of living measure","Mon, 14 Mar 2022 14:57:40 GMT",https://www.bbc.co.uk/news/business-60734386,https://www.bbc.co.uk/news/business-60734386?at_medium=RSS&at_campaign=KARANGA,Pet collars and frozen Yorkshire puddings are other goods now used to measure changes in the cost of living.
Northern Lights: Powerful aurora borealis display above Scotland,"Mon, 14 Mar 2022 11:30:04 GMT",https://www.bbc.co.uk/news/uk-scotland-highlands-islands-60736323,https://www.bbc.co.uk/news/uk-scotland-highlands-islands-60736323?at_medium=RSS&at_campaign=KARANGA,The Northern Lights display comes as the chances of seeing the space weather are increased.
Ukraine war: Silent streets in wiped out Donetsk town,"Mon, 14 Mar 2022 14:10:08 GMT",https://www.bbc.co.uk/news/world-europe-60739681,https://www.bbc.co.uk/news/world-europe-60739681?at_medium=RSS&at_campaign=KARANGA,"Volnovakha, a town in Donetsk region, eastern Ukraine, has been decimated by fighting."
Behind the scenes on the nearly-ready Crossrail project,"Mon, 14 Mar 2022 06:18:45 GMT",https://www.bbc.co.uk/news/uk-england-london-60707959,https://www.bbc.co.uk/news/uk-england-london-60707959?at_medium=RSS&at_campaign=KARANGA,"The safety exercises on Crossrail are entering their final stages, meaning it could open in months."
The popular apps aiming to tame the chaos of family life,"Tue, 15 Mar 2022 00:22:57 GMT",https://www.bbc.co.uk/news/business-60213795,https://www.bbc.co.uk/news/business-60213795?at_medium=RSS&at_campaign=KARANGA,How tech is helping young families and couples regain their busy social lives after Covid.
Ukraine war: Fears Russian aggression could spill into Poland,"Tue, 15 Mar 2022 04:47:49 GMT",https://www.bbc.co.uk/news/world-europe-60746437,https://www.bbc.co.uk/news/world-europe-60746437?at_medium=RSS&at_campaign=KARANGA,The influx of refugees and Russian security threats leaves Poland feeling vulnerable.
Covid: Generation of musicians 'devastated' by restrictions,"Mon, 14 Mar 2022 22:57:12 GMT",https://www.bbc.co.uk/news/uk-wales-60662347,https://www.bbc.co.uk/news/uk-wales-60662347?at_medium=RSS&at_campaign=KARANGA,"Only Boys Aloud's founder says people lose the ""freedom to let rip and sing"" over Zoom."
War in Ukraine: Why Vladimir Putin couldn't have trained fighters in Africa,"Tue, 15 Mar 2022 00:40:37 GMT",https://www.bbc.co.uk/news/60705629,https://www.bbc.co.uk/news/60705629?at_medium=RSS&at_campaign=KARANGA,A misleading photo has been used by some to suggest the continent should support Russia in Ukraine.
Ukraine conflict: What military and economic support could China offer Russia?,"Mon, 14 Mar 2022 17:15:27 GMT",https://www.bbc.co.uk/news/60571253,https://www.bbc.co.uk/news/60571253?at_medium=RSS&at_campaign=KARANGA,The two have close economic and military ties - but could China come to Russia's aid?
Chelsea & Roman Abramovich: Is this a moment of reckoning for English football ownership?,"Mon, 14 Mar 2022 13:41:46 GMT",https://www.bbc.co.uk/sport/football/60734095,https://www.bbc.co.uk/sport/football/60734095?at_medium=RSS&at_campaign=KARANGA,"With the risk of clubs becoming involved in geopolitics now exposed, football authorities and the government face questions over ownership in English football this week."
Cancer: 'I thought I had Covid but it was terminal lung cancer',"Mon, 14 Mar 2022 11:51:25 GMT",https://www.bbc.co.uk/news/uk-wales-60696837,https://www.bbc.co.uk/news/uk-wales-60696837?at_medium=RSS&at_campaign=KARANGA,Doctors call for targeted lung cancer screening to catch cases early and reduce deaths by 20%.
How many refugees have fled Ukraine and where are they going?,"Mon, 14 Mar 2022 16:25:09 GMT",https://www.bbc.co.uk/news/world-60555472,https://www.bbc.co.uk/news/world-60555472?at_medium=RSS&at_campaign=KARANGA,The UN says four million people may try to escape the war in Ukraine.
Australian Smith holds off England's Casey to win Players Championship and $3.6m,"Mon, 14 Mar 2022 23:36:33 GMT",https://www.bbc.co.uk/sport/golf/60741213,https://www.bbc.co.uk/sport/golf/60741213?at_medium=RSS&at_campaign=KARANGA,Cameron Smith claims the biggest win of his career as a Players Championship that featured storm delays and near freezing temperatures concludes in warm sunshine at TPC Sawgrass in Florida.
"Better to be in our position than Liverpool's, says Man City's Silva","Mon, 14 Mar 2022 23:51:38 GMT",https://www.bbc.co.uk/sport/football/60745687,https://www.bbc.co.uk/sport/football/60745687?at_medium=RSS&at_campaign=KARANGA,"Manchester City midfielder Bernardo Silva says his side are ""still in a better position"" than title rivals Liverpool."
Nadal beats GB's Evans at Indian Wells to continue unbeaten run,"Mon, 14 Mar 2022 23:37:26 GMT",https://www.bbc.co.uk/sport/tennis/60742864,https://www.bbc.co.uk/sport/tennis/60742864?at_medium=RSS&at_campaign=KARANGA,Rafael Nadal extends his unbeaten run in 2022 to 17 matches by beating Britain's Dan Evans at Indian Wells.
Celtic ease by Dundee Utd into Scottish Cup last four,"Mon, 14 Mar 2022 21:37:19 GMT",https://www.bbc.co.uk/sport/football/60642779,https://www.bbc.co.uk/sport/football/60642779?at_medium=RSS&at_campaign=KARANGA,Giorgos Giakoumakis scores twice after Callum McGregor's opener as Celtic beat Dundee United to book their place in the semi-finals of the Scottish Cup.
Palace hold wasteful Man City to draw,"Mon, 14 Mar 2022 22:17:54 GMT",https://www.bbc.co.uk/sport/football/60642772,https://www.bbc.co.uk/sport/football/60642772?at_medium=RSS&at_campaign=KARANGA,Manchester City miss their chance to go six points clear at the top of the Premier League as they are held by Crystal Palace.
Women's World Cup: Perry & Gardner star as clinical Australia beat Windies,"Tue, 15 Mar 2022 04:43:27 GMT",https://www.bbc.co.uk/sport/av/cricket/60746687,https://www.bbc.co.uk/sport/av/cricket/60746687?at_medium=RSS&at_campaign=KARANGA,Ellyse Perry and Ashleigh Gardner take three wickets each in a clinical bowling performance by Australia as they beat West Indies by seven wickets.
Ukraine war: European leaders risk train ride to meet Zelensky,"Wed, 16 Mar 2022 03:01:05 GMT",https://www.bbc.co.uk/news/world-europe-60757157,https://www.bbc.co.uk/news/world-europe-60757157?at_medium=RSS&at_campaign=KARANGA,"After a perilous train journey from Poland to Kyiv, European leaders tell Ukraine 'you're not alone'."
Boris Johnson to visit Saudi Arabia in bid to ditch Russian oil,"Wed, 16 Mar 2022 05:55:45 GMT",https://www.bbc.co.uk/news/uk-politics-60754163,https://www.bbc.co.uk/news/uk-politics-60754163?at_medium=RSS&at_campaign=KARANGA,"Boris Johnson aims to build an ""international coalition"" against President Putin, and secure energy supplies."
Ukraine war: Two women in Kyiv tower blocks record their new life under siege,"Wed, 16 Mar 2022 00:01:42 GMT",https://www.bbc.co.uk/news/world-europe-60752278,https://www.bbc.co.uk/news/world-europe-60752278?at_medium=RSS&at_campaign=KARANGA,Two Ukrainian women have kept a video diary recording their new lives while under attack from Russia.
The Western brands unable to leave Russia,"Wed, 16 Mar 2022 00:02:06 GMT",https://www.bbc.co.uk/news/business-60733389,https://www.bbc.co.uk/news/business-60733389?at_medium=RSS&at_campaign=KARANGA,"As many firms look to withdraw from Russia, some are unable to due to complex deals arranged in the country."
Met Police apologises for strip-search of Hackney schoolgirl,"Tue, 15 Mar 2022 20:20:06 GMT",https://www.bbc.co.uk/news/uk-england-london-60757031,https://www.bbc.co.uk/news/uk-england-london-60757031?at_medium=RSS&at_campaign=KARANGA,"A safeguarding report concludes the drugs search was unjustified and racism was a ""likely"" factor."
"New Zealand border to reopen from next month, PM Ardern says","Wed, 16 Mar 2022 01:24:03 GMT",https://www.bbc.co.uk/news/world-asia-60760435,https://www.bbc.co.uk/news/world-asia-60760435?at_medium=RSS&at_campaign=KARANGA,"PM Jacinda Ardern says they are 'ready to welcome the world back', beginning with Australians."
The tragedy of Afghanistan's malnourished children,"Wed, 16 Mar 2022 00:06:50 GMT",https://www.bbc.co.uk/news/world-asia-60466398,https://www.bbc.co.uk/news/world-asia-60466398?at_medium=RSS&at_campaign=KARANGA,The country's very youngest are casualties of a hunger crisis.
"Nazanin Zaghari-Ratcliffe has UK passport returned, MP says","Tue, 15 Mar 2022 22:13:05 GMT",https://www.bbc.co.uk/news/uk-60749863,https://www.bbc.co.uk/news/uk-60749863?at_medium=RSS&at_campaign=KARANGA,The British-Iranian woman has been detained in Iran on spying charges for nearly six years.
Church of England pressures TotalEnergies over Russia business,"Wed, 16 Mar 2022 02:13:05 GMT",https://www.bbc.co.uk/news/business-60760375,https://www.bbc.co.uk/news/business-60760375?at_medium=RSS&at_campaign=KARANGA,"The church's investment funds want TotalEnergies to leave Russia, like rivals BP and Shell."
"North Korea fires missile but launch fails, says South","Wed, 16 Mar 2022 04:48:32 GMT",https://www.bbc.co.uk/news/world-asia-60760766,https://www.bbc.co.uk/news/world-asia-60760766?at_medium=RSS&at_campaign=KARANGA,It comes as the hermit country has in recent weeks stepped up its weapons testing.
Heathrow Airport drops Covid face mask rules,"Wed, 16 Mar 2022 00:04:17 GMT",https://www.bbc.co.uk/news/business-60757887,https://www.bbc.co.uk/news/business-60757887?at_medium=RSS&at_campaign=KARANGA,The UK's largest airport joins British Airways and Virgin Atlantic in easing mask-wearing rules.
Royal Society of Chemistry report says racism 'pervasive',"Wed, 16 Mar 2022 05:11:07 GMT",https://www.bbc.co.uk/news/science-environment-60708712,https://www.bbc.co.uk/news/science-environment-60708712?at_medium=RSS&at_campaign=KARANGA,"Racism is ""pervasive"" in chemical sciences, according to an investigation by the Royal Society of Chemistry."
Government overseen years of decline in NHS - MPs,"Wed, 16 Mar 2022 00:17:31 GMT",https://www.bbc.co.uk/news/health-60754227,https://www.bbc.co.uk/news/health-60754227?at_medium=RSS&at_campaign=KARANGA,"Failures in England pre-date the pandemic, as waiting times rise, a cross-party group says."
Pregnant women should be asked how much they drink,"Wed, 16 Mar 2022 00:29:07 GMT",https://www.bbc.co.uk/news/health-60755520,https://www.bbc.co.uk/news/health-60755520?at_medium=RSS&at_campaign=KARANGA,"Recording drinking in patients' notes will help spot patterns that can harm babies, advice for the NHS says."
Ukraine: Putin will search for a way to save face,"Wed, 16 Mar 2022 00:30:49 GMT",https://www.bbc.co.uk/news/world-europe-60756993,https://www.bbc.co.uk/news/world-europe-60756993?at_medium=RSS&at_campaign=KARANGA,"What might Putin want, to be able to come out of the war looking good in the eyes of Russia's majority?"
Ukraine's wartime rail chief has to be faster than the Russians tracking him,"Tue, 15 Mar 2022 16:51:50 GMT",https://www.bbc.co.uk/news/world-europe-60755198,https://www.bbc.co.uk/news/world-europe-60755198?at_medium=RSS&at_campaign=KARANGA,Ukraine's rail chief says his staff risk their lives to get others to safety amid Russia attacks.
War in Ukraine: What happened on day 20 of Russia's invasion,"Tue, 15 Mar 2022 22:30:02 GMT",https://www.bbc.co.uk/news/world-europe-60755202,https://www.bbc.co.uk/news/world-europe-60755202?at_medium=RSS&at_campaign=KARANGA,"Three PMs visit Kyiv, while staff at a hospital in Mariupol say they are being held like hostages."
Ukraine war: Could Russia use tactical nuclear weapons?,"Wed, 16 Mar 2022 00:32:03 GMT",https://www.bbc.co.uk/news/world-60664169,https://www.bbc.co.uk/news/world-60664169?at_medium=RSS&at_campaign=KARANGA,"Russia's nuclear weapons are 'combat ready', raising fears they could be used on the battlefield."
Nigerian volunteer: 'Fighting in Ukraine is better than living here',"Wed, 16 Mar 2022 00:33:05 GMT",https://www.bbc.co.uk/news/world-africa-60712913,https://www.bbc.co.uk/news/world-africa-60712913?at_medium=RSS&at_campaign=KARANGA,Hundreds of young men across the continent say they want to take up arms in Ukraine.
Ukraine war: Infection and hunger as hundreds hide in Mariupol cellar,"Tue, 15 Mar 2022 15:39:28 GMT",https://www.bbc.co.uk/news/world-europe-60736845,https://www.bbc.co.uk/news/world-europe-60736845?at_medium=RSS&at_campaign=KARANGA,"With no medical help, some are falling ill while sheltering from attacks in besieged Mariupol."
Ukraine UK refugee hosting scheme: Mum-of-four opens home to refugees,"Tue, 15 Mar 2022 16:46:14 GMT",https://www.bbc.co.uk/news/uk-60737095,https://www.bbc.co.uk/news/uk-60737095?at_medium=RSS&at_campaign=KARANGA,"Mandi Arnold, 35, says welcoming more people into her busy home will mean ""more love, more memories""."
Ukraine war: Protester exposes cracks in Kremlin's war message,"Tue, 15 Mar 2022 17:44:33 GMT",https://www.bbc.co.uk/news/world-europe-60749064,https://www.bbc.co.uk/news/world-europe-60749064?at_medium=RSS&at_campaign=KARANGA,Marina Ovsyannikova's moment of protest on TV was extraordinary - but she now faces prosecution.
Ukraine war: One shell that destroyed a family,"Tue, 15 Mar 2022 06:00:27 GMT",https://www.bbc.co.uk/news/world-europe-60742263,https://www.bbc.co.uk/news/world-europe-60742263?at_medium=RSS&at_campaign=KARANGA,A woman recounts the moment her husband and son were killed by a Russian shell in the town of Irpin.
What sanctions are being imposed on Russia over Ukraine invasion?,"Tue, 15 Mar 2022 14:48:36 GMT",https://www.bbc.co.uk/news/world-europe-60125659,https://www.bbc.co.uk/news/world-europe-60125659?at_medium=RSS&at_campaign=KARANGA,Western nations have imposed severe sanctions on Russia over its invasion of Ukraine.
Newspaper headlines: Zelensky's 'Nato concession' as Putin 'turns to Plan C',"Wed, 16 Mar 2022 00:51:03 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60759952,https://www.bbc.co.uk/news/blogs-the-papers-60759952?at_medium=RSS&at_campaign=KARANGA,Ukraine's admission that it will never join Nato leads the papers as Russian bombardment intensifies.
Ukraine: The volunteers racing aid from the UK to the front line,"Wed, 16 Mar 2022 06:01:59 GMT",https://www.bbc.co.uk/news/health-60739969,https://www.bbc.co.uk/news/health-60739969?at_medium=RSS&at_campaign=KARANGA,Volunteers are racing medical supplies from the UK to the Ukrainian front line.
Stormzy tour review: Star praises fans who waited two years to see him,"Wed, 16 Mar 2022 01:56:06 GMT",https://www.bbc.co.uk/news/entertainment-arts-60756983,https://www.bbc.co.uk/news/entertainment-arts-60756983?at_medium=RSS&at_campaign=KARANGA,The star thanks fans who held onto tickets for two years as his Heavy Is The Head tour launches.
Ukraine refugees: Bringing my mother to the UK,"Tue, 15 Mar 2022 18:43:25 GMT",https://www.bbc.co.uk/news/world-europe-60739970,https://www.bbc.co.uk/news/world-europe-60739970?at_medium=RSS&at_campaign=KARANGA,Marianne filmed her experiences of using the Home Office's Ukraine Family Scheme in Poland.
Marina Ovsyannikova: TV protest 'was my own decision',"Tue, 15 Mar 2022 18:28:55 GMT",https://www.bbc.co.uk/news/world-europe-60758621,https://www.bbc.co.uk/news/world-europe-60758621?at_medium=RSS&at_campaign=KARANGA,The Russian state TV employee who staged an anti-war protest during a live bulletin speaks to reporters outside court.
NYC's Met opera house hosts concert in support of Ukraine,"Tue, 15 Mar 2022 23:18:37 GMT",https://www.bbc.co.uk/news/world-europe-60760303,https://www.bbc.co.uk/news/world-europe-60760303?at_medium=RSS&at_campaign=KARANGA,"The Metropolitan Opera holds a concert for Ukraine, opening with the war-torn country's national anthem."
Ukrainian girl in viral video singing Let It Go safe in Poland,"Tue, 15 Mar 2022 14:48:42 GMT",https://www.bbc.co.uk/news/world-europe-60748418,https://www.bbc.co.uk/news/world-europe-60748418?at_medium=RSS&at_campaign=KARANGA,Seven-year-old Amelia was filmed singing a song from Disney's Frozen whilst sheltering in a basement in Ukraine
Hertfordshire gardener smashes own tomato growing record,"Tue, 15 Mar 2022 19:24:50 GMT",https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-60737800,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-60737800?at_medium=RSS&at_campaign=KARANGA,"Douglas Smith grew more than 1,000 tomatoes on a single stem, breaking his own record."
Couple injured in Alton Towers Smiler crash to marry,"Tue, 15 Mar 2022 11:16:56 GMT",https://www.bbc.co.uk/news/uk-england-stoke-staffordshire-60749626,https://www.bbc.co.uk/news/uk-england-stoke-staffordshire-60749626?at_medium=RSS&at_campaign=KARANGA,Leah Washington and Joe Pugh overcame severe injuries and continued dating after their recoveries.
Potholes near Sir Rod Stewart's Essex home to be fixed in April,"Tue, 15 Mar 2022 10:49:54 GMT",https://www.bbc.co.uk/news/uk-england-essex-60744835,https://www.bbc.co.uk/news/uk-england-essex-60744835?at_medium=RSS&at_campaign=KARANGA,The local authority announces a plan of action after Sir Rod posts videos of himself with a shovel.
Spain skies turn orange after Saharan dust cloud sweeps over country,"Tue, 15 Mar 2022 12:24:00 GMT",https://www.bbc.co.uk/news/world-europe-60752590,https://www.bbc.co.uk/news/world-europe-60752590?at_medium=RSS&at_campaign=KARANGA,"A large area was hit by the dust, which swept across the Mediterranean Sea."
Lord Young barred from debate after falling asleep in Parliament,"Tue, 15 Mar 2022 10:12:55 GMT",https://www.bbc.co.uk/news/uk-politics-60750113,https://www.bbc.co.uk/news/uk-politics-60750113?at_medium=RSS&at_campaign=KARANGA,A Labour member of the House of Lords has been told off for falling asleep in the debating chamber.
The neighbourhood leading a green energy revolution,"Wed, 16 Mar 2022 03:14:13 GMT",https://www.bbc.co.uk/news/business-60241966,https://www.bbc.co.uk/news/business-60241966?at_medium=RSS&at_campaign=KARANGA,A small area of Scotland is the home of a groundbreaking experiment to power homes with green hydrogen.
Brittney Griner: How can a US basketball star just vanish?,"Tue, 15 Mar 2022 23:25:37 GMT",https://www.bbc.co.uk/news/world-us-canada-60701050,https://www.bbc.co.uk/news/world-us-canada-60701050?at_medium=RSS&at_campaign=KARANGA,"Brittney Griner, widely considered the best female player of all time, has been detained in Russia."
Why is turning to Saudi Arabia for oil so controversial?,"Tue, 15 Mar 2022 18:54:05 GMT",https://www.bbc.co.uk/news/world-middle-east-58930311,https://www.bbc.co.uk/news/world-middle-east-58930311?at_medium=RSS&at_campaign=KARANGA,"Nations like the US and UK need to keep in with Saudi Arabia, as they turn away from Russian oil."
Ukraine war: The Telegram group tracing missing relatives,"Wed, 16 Mar 2022 00:24:49 GMT",https://www.bbc.co.uk/news/world-europe-60678083,https://www.bbc.co.uk/news/world-europe-60678083?at_medium=RSS&at_campaign=KARANGA,A group of women work 24/7 to help find loved ones separated by the war in Ukraine.
What are the UK's Living with Covid plans?,"Tue, 15 Mar 2022 15:00:29 GMT",https://www.bbc.co.uk/news/explainers-52530518,https://www.bbc.co.uk/news/explainers-52530518?at_medium=RSS&at_campaign=KARANGA,Scotland and Wales will follow England and Northern Ireland and lift most remaining Covid rules.
